miRNA	CellType	pvalue	OddsRatio	Total_Targets	Total_Markers	Number_of_Markers_Targeted	Markers_Targeted	FDR	FDR.bonf
hsa-miR-4715-5p	Cerebellar Astrocyte	1	0	25	169	0		1	1
hsa-miR-4715-5p	Oligodendrocyte	1	0	25	139	0		1	1
hsa-miR-4715-5p	Oligodendrocyte Precursor Cell	1	0	25	114	0		1	1
hsa-miR-4715-5p	Cerebelllar Oligodendrocyte Precursor Cell	1	0	25	157	0		1	1
hsa-miR-4715-5p	Microglia	1	0	25	62	0		1	1
hsa-miR-598-3p	Excitatory Neuron	1	0	9	698	0		1	1
hsa-miR-598-3p	Granule cell	1	0	9	122	0		1	1
hsa-miR-598-3p	Inhibitory Neuron	1	0	9	504	0		1	1
hsa-miR-598-3p	Purkinje Cell	1	0	9	215	0		1	1
hsa-miR-598-3p	Endothelial cell	1	0	9	47	0		1	1
hsa-miR-598-3p	Pericyte	1	0	9	59	0		1	1
hsa-miR-598-3p	Astrocyte	1	0	9	136	0		1	1
hsa-miR-598-3p	Cerebellar Astrocyte	1	0	9	169	0		1	1
hsa-miR-598-3p	Oligodendrocyte	1	0	9	139	0		1	1
hsa-miR-598-3p	Oligodendrocyte Precursor Cell	1	0	9	114	0		1	1
hsa-miR-598-3p	Cerebelllar Oligodendrocyte Precursor Cell	1	0	9	157	0		1	1
hsa-miR-598-3p	Microglia	1	0	9	62	0		1	1
hsa-miR-5091	Excitatory Neuron	0.486824632519249	1.55604594040692	19	698	1	ATP5A1	1	1
hsa-miR-5091	Granule cell	1	0	19	122	0		1	1
hsa-miR-5091	Inhibitory Neuron	1	0	19	504	0		1	1
hsa-miR-5091	Purkinje Cell	1	0	19	215	0		1	1
hsa-miR-5091	Endothelial cell	1	0	19	47	0		1	1
hsa-miR-5091	Pericyte	1	0	19	59	0		1	1
hsa-miR-5091	Astrocyte	1	0	19	136	0		1	1
hsa-miR-5091	Cerebellar Astrocyte	0.147337422393573	6.62913126312351	19	169	1	SSBP2	1	1
hsa-miR-5091	Oligodendrocyte	1	0	19	139	0		1	1
hsa-miR-5091	Oligodendrocyte Precursor Cell	1	0	19	114	0		1	1
hsa-miR-5091	Cerebelllar Oligodendrocyte Precursor Cell	0.137594276762758	7.14448542354564	19	157	1	SSBP2	1	1
hsa-miR-5091	Microglia	1	0	19	62	0		1	1
hsa-miR-3621	Excitatory Neuron	0.569499255147116	1.21750116480796	24	698	1	ADAMTS17	1	1
hsa-miR-3621	Granule cell	1	0	24	122	0		1	1
hsa-miR-3621	Inhibitory Neuron	0.119340081622697	3.56940265910212	24	504	2	ADAMTS17, MAF	1	1
hsa-miR-3621	Purkinje Cell	1	0	24	215	0		1	1
hsa-miR-3621	Endothelial cell	1	0	24	47	0		1	1
hsa-miR-3621	Pericyte	1	0	24	59	0		1	1
hsa-miR-3621	Astrocyte	1	0	24	136	0		1	1
hsa-miR-3621	Cerebellar Astrocyte	0.182383173198193	5.18766937500053	24	169	1	SEPT4	1	1
hsa-miR-3621	Oligodendrocyte	1	0	24	139	0		1	1
hsa-miR-3621	Oligodendrocyte Precursor Cell	0.126846593346179	7.7321496901591	24	114	1	ADAMTS17	1	1
hsa-miR-3621	Cerebelllar Oligodendrocyte Precursor Cell	1	0	24	157	0		1	1
hsa-miR-3621	Microglia	1	0	24	62	0		1	1
hsa-miR-433-5p	Excitatory Neuron	0.328562761688	1.75181875521094	34	698	2	SLC12A5, RNF11	1	1
hsa-miR-433-5p	Granule cell	1	0	34	122	0		1	1
hsa-miR-433-5p	Inhibitory Neuron	1	0	34	504	0		1	1
hsa-miR-433-5p	Purkinje Cell	0.30470143558946	2.83048482596805	34	215	1	SLC12A5	1	1
hsa-miR-433-5p	Endothelial cell	1	0	34	47	0		1	1
hsa-miR-433-5p	Pericyte	1	0	34	59	0		1	1
hsa-miR-433-5p	Astrocyte	1	0	34	136	0		1	1
hsa-miR-433-5p	Cerebellar Astrocyte	1	0	34	169	0		1	1
hsa-miR-433-5p	Oligodendrocyte	1	0	34	139	0		1	1
hsa-miR-433-5p	Oligodendrocyte Precursor Cell	1	0	34	114	0		1	1
hsa-miR-433-5p	Cerebelllar Oligodendrocyte Precursor Cell	1	0	34	157	0		1	1
hsa-miR-433-5p	Microglia	1	0	34	62	0		1	1
hsa-miR-553	Excitatory Neuron	0.296048334945409	3.11332414793698	10	698	1	LSAMP	1	1
hsa-miR-553	Granule cell	1	0	10	122	0		1	1
hsa-miR-553	Inhibitory Neuron	1	0	10	504	0		1	1
hsa-miR-553	Purkinje Cell	0.1013150045396	10.3873509981181	10	215	1	LSAMP	1	1
hsa-miR-553	Endothelial cell	1	0	10	47	0		1	1
hsa-miR-553	Pericyte	1	0	10	59	0		1	1
hsa-miR-553	Astrocyte	0.00194708765789607	37.4529495706781	10	136	2	LSAMP, DST	0.442204471014605	1
hsa-miR-553	Cerebellar Astrocyte	0.0804505536255609	13.2572118770782	10	169	1	LSAMP	1	1
hsa-miR-553	Oligodendrocyte	0.0666094697734626	16.1657294223033	10	139	1	DST	1	1
hsa-miR-553	Oligodendrocyte Precursor Cell	1	0	10	114	0		1	1
hsa-miR-553	Cerebelllar Oligodendrocyte Precursor Cell	1	0	10	157	0		1	1
hsa-miR-553	Microglia	1	0	10	62	0		1	1
hsa-miR-1250-5p	Excitatory Neuron	0.296048334945409	3.11332414793698	10	698	1	ATP1A1	1	1
hsa-miR-1250-5p	Granule cell	1	0	10	122	0		1	1
hsa-miR-1250-5p	Inhibitory Neuron	1	0	10	504	0		1	1
hsa-miR-1250-5p	Purkinje Cell	1	0	10	215	0		1	1
hsa-miR-1250-5p	Endothelial cell	1	0	10	47	0		1	1
hsa-miR-1250-5p	Pericyte	1	0	10	59	0		1	1
hsa-miR-1250-5p	Astrocyte	1	0	10	136	0		1	1
hsa-miR-1250-5p	Cerebellar Astrocyte	1	0	10	169	0		1	1
hsa-miR-1250-5p	Oligodendrocyte	1	0	10	139	0		1	1
hsa-miR-1250-5p	Oligodendrocyte Precursor Cell	1	0	10	114	0		1	1
hsa-miR-1250-5p	Cerebelllar Oligodendrocyte Precursor Cell	1	0	10	157	0		1	1
hsa-miR-1250-5p	Microglia	1	0	10	62	0		1	1
hsa-miR-4444	Excitatory Neuron	0.103661755503934	4.0075632860725	16	698	2	CNTNAP2, PPFIBP1	1	1
hsa-miR-4444	Granule cell	1	0	16	122	0		1	1
hsa-miR-4444	Inhibitory Neuron	0.332112231423357	2.61327304623868	16	504	1	CNTNAP2	1	1
hsa-miR-4444	Purkinje Cell	1	0	16	215	0		1	1
hsa-miR-4444	Endothelial cell	0.0365291093427466	29.2084936759288	16	47	1	PPFIBP1	0.995951776678573	1
hsa-miR-4444	Pericyte	0.0456531339544412	23.1634378866794	16	59	1	PPFIBP1	1	1
hsa-miR-4444	Astrocyte	1	0	16	136	0		1	1
hsa-miR-4444	Cerebellar Astrocyte	1	0	16	169	0		1	1
hsa-miR-4444	Oligodendrocyte	1	0	16	139	0		1	1
hsa-miR-4444	Oligodendrocyte Precursor Cell	1	0	16	114	0		1	1
hsa-miR-4444	Cerebelllar Oligodendrocyte Precursor Cell	1	0	16	157	0		1	1
hsa-miR-4444	Microglia	1	0	16	62	0		1	1
hsa-miR-4479	Excitatory Neuron	0.429794078255353	1.86761288928045	16	698	1	SLC12A5	1	1
hsa-miR-4479	Granule cell	0.0922400370106847	11.0716647849851	16	122	1	CADM1	1	1
hsa-miR-4479	Inhibitory Neuron	1	0	16	504	0		1	1
hsa-miR-4479	Purkinje Cell	0.0122208396951986	13.4092460644182	16	215	2	CADM1, SLC12A5	0.74814291344465	1
hsa-miR-4479	Endothelial cell	1	0	16	47	0		1	1
hsa-miR-4479	Pericyte	1	0	16	59	0		1	1
hsa-miR-4479	Astrocyte	0.102298962942887	9.91563110932971	16	136	1	CADM1	1	1
hsa-miR-4479	Cerebellar Astrocyte	1	0	16	169	0		1	1
hsa-miR-4479	Oligodendrocyte	1	0	16	139	0		1	1
hsa-miR-4479	Oligodendrocyte Precursor Cell	1	0	16	114	0		1	1
hsa-miR-4479	Cerebelllar Oligodendrocyte Precursor Cell	0.117191601842735	8.57151276518546	16	157	1	CADM1	1	1
hsa-miR-4479	Microglia	1	0	16	62	0		1	1
hsa-miR-4285	Excitatory Neuron	0.52164386486957	1.40031099439203	21	698	1	SLC12A5	1	1
hsa-miR-4285	Granule cell	1	0	21	122	0		1	1
hsa-miR-4285	Inhibitory Neuron	0.41129933547876	1.95965521494045	21	504	1	SLC6A1	1	1
hsa-miR-4285	Purkinje Cell	0.0206565996152474	9.88451173366955	21	215	2	SLC6A1, SLC12A5	0.846846016963202	1
hsa-miR-4285	Endothelial cell	1	0	21	47	0		1	1
hsa-miR-4285	Pericyte	0.05949489383693	17.3661050777784	21	59	1	SLC6A1	1	1
hsa-miR-4285	Astrocyte	1	0	21	136	0		1	1
hsa-miR-4285	Cerebellar Astrocyte	1	0	21	169	0		1	1
hsa-miR-4285	Oligodendrocyte	1	0	21	139	0		1	1
hsa-miR-4285	Oligodendrocyte Precursor Cell	1	0	21	114	0		1	1
hsa-miR-4285	Cerebelllar Oligodendrocyte Precursor Cell	1	0	21	157	0		1	1
hsa-miR-4285	Microglia	1	0	21	62	0		1	1
hsa-miR-3648	Excitatory Neuron	1	0	19	698	0		1	1
hsa-miR-3648	Granule cell	1	0	19	122	0		1	1
hsa-miR-3648	Inhibitory Neuron	1	0	19	504	0		1	1
hsa-miR-3648	Purkinje Cell	1	0	19	215	0		1	1
hsa-miR-3648	Endothelial cell	1	0	19	47	0		1	1
hsa-miR-3648	Pericyte	1	0	19	59	0		1	1
hsa-miR-3648	Astrocyte	1	0	19	136	0		1	1
hsa-miR-3648	Cerebellar Astrocyte	1	0	19	169	0		1	1
hsa-miR-3648	Oligodendrocyte	0.12278157976443	8.08186664486354	19	139	1	AGAP1	1	1
hsa-miR-3648	Oligodendrocyte Precursor Cell	0.101808096442252	9.88095540966282	19	114	1	AGAP1	1	1
hsa-miR-3648	Cerebelllar Oligodendrocyte Precursor Cell	1	0	19	157	0		1	1
hsa-miR-3648	Microglia	1	0	19	62	0		1	1
hsa-miR-933	Excitatory Neuron	0.150240472107295	3.11636080581043	20	698	2	SCN1A, SOX5	1	1
hsa-miR-933	Granule cell	1	0	20	122	0		1	1
hsa-miR-933	Inhibitory Neuron	0.0127679487360487	6.94347845992748	20	504	3	KIF3A, AFF2, SCN1A	0.752438433467599	1
hsa-miR-933	Purkinje Cell	1	0	20	215	0		1	1
hsa-miR-933	Endothelial cell	1	0	20	47	0		1	1
hsa-miR-933	Pericyte	1	0	20	59	0		1	1
hsa-miR-933	Astrocyte	0.126206428579468	7.82758334861893	20	136	1	SOX5	1	1
hsa-miR-933	Cerebellar Astrocyte	0.154464028507098	6.27995958213478	20	169	1	SOX5	1	1
hsa-miR-933	Oligodendrocyte	0.00820522724998143	16.2763333501574	20	139	2	BCAS1, SLCO3A1	0.701174563370518	1
hsa-miR-933	Oligodendrocyte Precursor Cell	0.000185022830230469	31.930315465695	20	114	3	BCAS1, SCN1A, SOX5	0.191905679515042	1
hsa-miR-933	Cerebelllar Oligodendrocyte Precursor Cell	0.144290503199368	6.76681652747591	20	157	1	SOX5	1	1
hsa-miR-933	Microglia	1	0	20	62	0		1	1
hsa-let-7i-3p	Excitatory Neuron	0.0364035596702046	8.01782795850528	9	698	2	ACTB, KCNB1	0.995951776678573	1
hsa-let-7i-3p	Granule cell	1	0	9	122	0		1	1
hsa-let-7i-3p	Inhibitory Neuron	1	0	9	504	0		1	1
hsa-let-7i-3p	Purkinje Cell	1	0	9	215	0		1	1
hsa-let-7i-3p	Endothelial cell	1	0	9	47	0		1	1
hsa-let-7i-3p	Pericyte	1	0	9	59	0		1	1
hsa-let-7i-3p	Astrocyte	1	0	9	136	0		1	1
hsa-let-7i-3p	Cerebellar Astrocyte	1	0	9	169	0		1	1
hsa-let-7i-3p	Oligodendrocyte	1	0	9	139	0		1	1
hsa-let-7i-3p	Oligodendrocyte Precursor Cell	1	0	9	114	0		1	1
hsa-let-7i-3p	Cerebelllar Oligodendrocyte Precursor Cell	1	0	9	157	0		1	1
hsa-let-7i-3p	Microglia	1	0	9	62	0		1	1
hsa-miR-3195	Excitatory Neuron	1	0	23	698	0		1	1
hsa-miR-3195	Granule cell	1	0	23	122	0		1	1
hsa-miR-3195	Inhibitory Neuron	0.440284805397524	1.78133299776333	23	504	1	LHFPL3	1	1
hsa-miR-3195	Purkinje Cell	0.217899168041031	4.24785786150433	23	215	1	LHFPL3	1	1
hsa-miR-3195	Endothelial cell	1	0	23	47	0		1	1
hsa-miR-3195	Pericyte	1	0	23	59	0		1	1
hsa-miR-3195	Astrocyte	1	0	23	136	0		1	1
hsa-miR-3195	Cerebellar Astrocyte	1	0	23	169	0		1	1
hsa-miR-3195	Oligodendrocyte	1	0	23	139	0		1	1
hsa-miR-3195	Oligodendrocyte Precursor Cell	0.121894872703529	8.08378415407871	23	114	1	LHFPL3	1	1
hsa-miR-3195	Cerebelllar Oligodendrocyte Precursor Cell	1	0	23	157	0		1	1
hsa-miR-3195	Microglia	1	0	23	62	0		1	1
hsa-miR-6804-3p	Excitatory Neuron	0.727470088983947	0.44359151207139	64	698	1	VAV3	1	1
hsa-miR-6804-3p	Granule cell	1	0	64	122	0		1	1
hsa-miR-6804-3p	Inhibitory Neuron	1	0.620793865609703	64	504	1	ELAVL2	1	1
hsa-miR-6804-3p	Purkinje Cell	0.495700136207706	1.48049464926611	64	215	1	VAV3	1	1
hsa-miR-6804-3p	Endothelial cell	1	0	64	47	0		1	1
hsa-miR-6804-3p	Pericyte	1	0	64	59	0		1	1
hsa-miR-6804-3p	Astrocyte	0.350912346513888	2.35600689292396	64	136	1	DST	1	1
hsa-miR-6804-3p	Cerebellar Astrocyte	1	0	64	169	0		1	1
hsa-miR-6804-3p	Oligodendrocyte	0.357092252735003	2.30451424479351	64	139	1	DST	1	1
hsa-miR-6804-3p	Oligodendrocyte Precursor Cell	1	0	64	114	0		1	1
hsa-miR-6804-3p	Cerebelllar Oligodendrocyte Precursor Cell	1	0	64	157	0		1	1
hsa-miR-6804-3p	Microglia	1	0	64	62	0		1	1
hsa-miR-187-3p	Excitatory Neuron	1	0	16	698	0		1	1
hsa-miR-187-3p	Granule cell	1	0	16	122	0		1	1
hsa-miR-187-3p	Inhibitory Neuron	1	0	16	504	0		1	1
hsa-miR-187-3p	Purkinje Cell	1	0	16	215	0		1	1
hsa-miR-187-3p	Endothelial cell	1	0	16	47	0		1	1
hsa-miR-187-3p	Pericyte	1	0	16	59	0		1	1
hsa-miR-187-3p	Astrocyte	0.102298962942887	9.91563110932971	16	136	1	ITPR2	1	1
hsa-miR-187-3p	Cerebellar Astrocyte	0.125597361452806	7.95581501506526	16	169	1	ITPR2	1	1
hsa-miR-187-3p	Oligodendrocyte	1	0	16	139	0		1	1
hsa-miR-187-3p	Oligodendrocyte Precursor Cell	0.0864447359044753	11.8581948301539	16	114	1	ITPR2	1	1
hsa-miR-187-3p	Cerebelllar Oligodendrocyte Precursor Cell	1	0	16	157	0		1	1
hsa-miR-187-3p	Microglia	0.0479214494014805	22.0164000221038	16	62	1	ITPR2	1	1
hsa-miR-938	Excitatory Neuron	0.0145723356227548	3.24924021922646	58	698	6	RGS6, NPTN, VAV3, ATP2A2, PEA15, MGAT5	0.780375874541645	1
hsa-miR-938	Granule cell	1	0	58	122	0		1	1
hsa-miR-938	Inhibitory Neuron	0.656632939426982	1.39999222320291	58	504	2	MGAT5, RGS6	1	1
hsa-miR-938	Purkinje Cell	0.46222325117447	1.63684218414884	58	215	1	VAV3	1	1
hsa-miR-938	Endothelial cell	1	0	58	47	0		1	1
hsa-miR-938	Pericyte	1	0	58	59	0		1	1
hsa-miR-938	Astrocyte	1	0	58	136	0		1	1
hsa-miR-938	Cerebellar Astrocyte	1	0	58	169	0		1	1
hsa-miR-938	Oligodendrocyte	1	0	58	139	0		1	1
hsa-miR-938	Oligodendrocyte Precursor Cell	1	0	58	114	0		1	1
hsa-miR-938	Cerebelllar Oligodendrocyte Precursor Cell	1	0	58	157	0		1	1
hsa-miR-938	Microglia	1	0	58	62	0		1	1
hsa-miR-6840-5p	Excitatory Neuron	0.150240472107295	3.11636080581043	20	698	2	CACNA1E, VAV3	1	1
hsa-miR-6840-5p	Granule cell	1	0	20	122	0		1	1
hsa-miR-6840-5p	Inhibitory Neuron	0.0127679487360487	6.94347845992748	20	504	3	ANK1, CACNA1E, IL1RAPL1	0.752438433467599	1
hsa-miR-6840-5p	Purkinje Cell	0.192408164591569	4.91891794570744	20	215	1	VAV3	1	1
hsa-miR-6840-5p	Endothelial cell	1	0	20	47	0		1	1
hsa-miR-6840-5p	Pericyte	0.0567424235361551	18.2812600120626	20	59	1	UACA	1	1
hsa-miR-6840-5p	Astrocyte	1	0	20	136	0		1	1
hsa-miR-6840-5p	Cerebellar Astrocyte	1	0	20	169	0		1	1
hsa-miR-6840-5p	Oligodendrocyte	0.128811914107295	7.65646395361168	20	139	1	IL1RAPL1	1	1
hsa-miR-6840-5p	Oligodendrocyte Precursor Cell	1	0	20	114	0		1	1
hsa-miR-6840-5p	Cerebelllar Oligodendrocyte Precursor Cell	1	0	20	157	0		1	1
hsa-miR-6840-5p	Microglia	1	0	20	62	0		1	1
hsa-miR-937-3p	Excitatory Neuron	1	0	8	698	0		1	1
hsa-miR-937-3p	Granule cell	1	0	8	122	0		1	1
hsa-miR-937-3p	Inhibitory Neuron	1	0	8	504	0		1	1
hsa-miR-937-3p	Purkinje Cell	1	0	8	215	0		1	1
hsa-miR-937-3p	Endothelial cell	1	0	8	47	0		1	1
hsa-miR-937-3p	Pericyte	1	0	8	59	0		1	1
hsa-miR-937-3p	Astrocyte	1	0	8	136	0		1	1
hsa-miR-937-3p	Cerebellar Astrocyte	1	0	8	169	0		1	1
hsa-miR-937-3p	Oligodendrocyte	1	0	8	139	0		1	1
hsa-miR-937-3p	Oligodendrocyte Precursor Cell	1	0	8	114	0		1	1
hsa-miR-937-3p	Cerebelllar Oligodendrocyte Precursor Cell	1	0	8	157	0		1	1
hsa-miR-937-3p	Microglia	1	0	8	62	0		1	1
hsa-miR-6070	Excitatory Neuron	0.34379096682896	2.54726065067357	12	698	1	SORCS2	1	1
hsa-miR-6070	Granule cell	1	0	12	122	0		1	1
hsa-miR-6070	Inhibitory Neuron	1	0	12	504	0		1	1
hsa-miR-6070	Purkinje Cell	1	0	12	215	0		1	1
hsa-miR-6070	Endothelial cell	1	0	12	47	0		1	1
hsa-miR-6070	Pericyte	1	0	12	59	0		1	1
hsa-miR-6070	Astrocyte	1	0	12	136	0		1	1
hsa-miR-6070	Cerebellar Astrocyte	1	0	12	169	0		1	1
hsa-miR-6070	Oligodendrocyte	1	0	12	139	0		1	1
hsa-miR-6070	Oligodendrocyte Precursor Cell	1	0	12	114	0		1	1
hsa-miR-6070	Cerebelllar Oligodendrocyte Precursor Cell	1	0	12	157	0		1	1
hsa-miR-6070	Microglia	1	0	12	62	0		1	1
hsa-miR-671-3p	Excitatory Neuron	0.189906949367085	5.60445899092831	6	698	1	SORCS2	1	1
hsa-miR-671-3p	Granule cell	1	0	6	122	0		1	1
hsa-miR-671-3p	Inhibitory Neuron	1	0	6	504	0		1	1
hsa-miR-671-3p	Purkinje Cell	1	0	6	215	0		1	1
hsa-miR-671-3p	Endothelial cell	1	0	6	47	0		1	1
hsa-miR-671-3p	Pericyte	1	0	6	59	0		1	1
hsa-miR-671-3p	Astrocyte	1	0	6	136	0		1	1
hsa-miR-671-3p	Cerebellar Astrocyte	1	0	6	169	0		1	1
hsa-miR-671-3p	Oligodendrocyte	1	0	6	139	0		1	1
hsa-miR-671-3p	Oligodendrocyte Precursor Cell	1	0	6	114	0		1	1
hsa-miR-671-3p	Cerebelllar Oligodendrocyte Precursor Cell	1	0	6	157	0		1	1
hsa-miR-671-3p	Microglia	1	0	6	62	0		1	1
hsa-miR-892c-3p	Excitatory Neuron	0.714892789919328	1.05662971981496	55	698	2	DSTN, SEMA6D	1	1
hsa-miR-892c-3p	Granule cell	1	0	55	122	0		1	1
hsa-miR-892c-3p	Inhibitory Neuron	0.399421912035844	1.47945091155811	55	504	2	SEMA6D, GOT1	1	1
hsa-miR-892c-3p	Purkinje Cell	1	0	55	215	0		1	1
hsa-miR-892c-3p	Endothelial cell	1	0	55	47	0		1	1
hsa-miR-892c-3p	Pericyte	1	0	55	59	0		1	1
hsa-miR-892c-3p	Astrocyte	1	0	55	136	0		1	1
hsa-miR-892c-3p	Cerebellar Astrocyte	1	0	55	169	0		1	1
hsa-miR-892c-3p	Oligodendrocyte	1	0	55	139	0		1	1
hsa-miR-892c-3p	Oligodendrocyte Precursor Cell	1	0	55	114	0		1	1
hsa-miR-892c-3p	Cerebelllar Oligodendrocyte Precursor Cell	0.348768190553384	2.37719654266285	55	157	1	TMCC1	1	1
hsa-miR-892c-3p	Microglia	1	0	55	62	0		1	1
hsa-miR-4676-3p	Excitatory Neuron	0.710064927679662	1.07695135590404	54	698	2	DSTN, SEMA6D	1	1
hsa-miR-4676-3p	Granule cell	1	0	54	122	0		1	1
hsa-miR-4676-3p	Inhibitory Neuron	0.390609292256072	1.50797580024079	54	504	2	SEMA6D, GOT1	1	1
hsa-miR-4676-3p	Purkinje Cell	1	0	54	215	0		1	1
hsa-miR-4676-3p	Endothelial cell	1	0	54	47	0		1	1
hsa-miR-4676-3p	Pericyte	1	0	54	59	0		1	1
hsa-miR-4676-3p	Astrocyte	1	0	54	136	0		1	1
hsa-miR-4676-3p	Cerebellar Astrocyte	1	0	54	169	0		1	1
hsa-miR-4676-3p	Oligodendrocyte	1	0	54	139	0		1	1
hsa-miR-4676-3p	Oligodendrocyte Precursor Cell	1	0	54	114	0		1	1
hsa-miR-4676-3p	Cerebelllar Oligodendrocyte Precursor Cell	0.34366316788097	2.42235452155516	54	157	1	TMCC1	1	1
hsa-miR-4676-3p	Microglia	1	0	54	62	0		1	1
hsa-miR-452-5p	Excitatory Neuron	0.700476436163229	1.12016497940003	52	698	2	DSTN, SEMA6D	1	1
hsa-miR-452-5p	Granule cell	1	0	52	122	0		1	1
hsa-miR-452-5p	Inhibitory Neuron	0.372814667422447	1.56845785901238	52	504	2	SEMA6D, GOT1	1	1
hsa-miR-452-5p	Purkinje Cell	1	0	52	215	0		1	1
hsa-miR-452-5p	Endothelial cell	1	0	52	47	0		1	1
hsa-miR-452-5p	Pericyte	1	0	52	59	0		1	1
hsa-miR-452-5p	Astrocyte	1	0	52	136	0		1	1
hsa-miR-452-5p	Cerebellar Astrocyte	1	0	52	169	0		1	1
hsa-miR-452-5p	Oligodendrocyte	1	0	52	139	0		1	1
hsa-miR-452-5p	Oligodendrocyte Precursor Cell	1	0	52	114	0		1	1
hsa-miR-452-5p	Cerebelllar Oligodendrocyte Precursor Cell	0.333333530277965	2.51742943150065	52	157	1	TMCC1	1	1
hsa-miR-452-5p	Microglia	1	0	52	62	0		1	1
hsa-miR-4787-3p	Excitatory Neuron	1	0	17	698	0		1	1
hsa-miR-4787-3p	Granule cell	1	0	17	122	0		1	1
hsa-miR-4787-3p	Inhibitory Neuron	0.348757409456419	2.44988863469609	17	504	1	PROX1	1	1
hsa-miR-4787-3p	Purkinje Cell	1	0	17	215	0		1	1
hsa-miR-4787-3p	Endothelial cell	1	0	17	47	0		1	1
hsa-miR-4787-3p	Pericyte	1	0	17	59	0		1	1
hsa-miR-4787-3p	Astrocyte	1	0	17	136	0		1	1
hsa-miR-4787-3p	Cerebellar Astrocyte	1	0	17	169	0		1	1
hsa-miR-4787-3p	Oligodendrocyte	1	0	17	139	0		1	1
hsa-miR-4787-3p	Oligodendrocyte Precursor Cell	1	0	17	114	0		1	1
hsa-miR-4787-3p	Cerebelllar Oligodendrocyte Precursor Cell	1	0	17	157	0		1	1
hsa-miR-4787-3p	Microglia	1	0	17	62	0		1	1
hsa-miR-7108-3p	Excitatory Neuron	0.526820053697674	0.362679166899279	78	698	1	CACNG8	1	1
hsa-miR-7108-3p	Granule cell	1	0	78	122	0		1	1
hsa-miR-7108-3p	Inhibitory Neuron	0.72133262134996	1.0305706904173	78	504	2	CACNG8, MARCH4	1	1
hsa-miR-7108-3p	Purkinje Cell	1	0	78	215	0		1	1
hsa-miR-7108-3p	Endothelial cell	0.166142149307505	5.67761639040587	78	47	1	EPAS1	1	1
hsa-miR-7108-3p	Pericyte	0.203994966926127	4.50017566504937	78	59	1	EPAS1	1	1
hsa-miR-7108-3p	Astrocyte	1	0	78	136	0		1	1
hsa-miR-7108-3p	Cerebellar Astrocyte	0.480715792420387	1.5454590919968	78	169	1	SSBP2	1	1
hsa-miR-7108-3p	Oligodendrocyte	0.416420835442113	1.88427988389693	78	139	1	HIP1	1	1
hsa-miR-7108-3p	Oligodendrocyte Precursor Cell	0.35688675464012	2.30392131559977	78	114	1	HIP1	1	1
hsa-miR-7108-3p	Cerebelllar Oligodendrocyte Precursor Cell	0.122803854700142	3.39619719697806	78	157	2	KIAA1958, SSBP2	1	1
hsa-miR-7108-3p	Microglia	1	0	78	62	0		1	1
hsa-miR-3162-3p	Excitatory Neuron	1	0.621593673106791	46	698	1	LSAMP	1	1
hsa-miR-3162-3p	Granule cell	0.243033392011413	3.68599703811498	46	122	1	NEBL	1	1
hsa-miR-3162-3p	Inhibitory Neuron	0.106432356806808	2.74187786657804	46	504	3	PALLD, ZBTB16, NEBL	1	1
hsa-miR-3162-3p	Purkinje Cell	0.388490313146994	2.07455467451399	46	215	1	LSAMP	1	1
hsa-miR-3162-3p	Endothelial cell	1	0	46	47	0		1	1
hsa-miR-3162-3p	Pericyte	1	0	46	59	0		1	1
hsa-miR-3162-3p	Astrocyte	0.0382712677257977	6.80182356604558	46	136	2	LSAMP, NEBL	1	1
hsa-miR-3162-3p	Cerebellar Astrocyte	0.320334039698858	2.64855517538427	46	169	1	LSAMP	1	1
hsa-miR-3162-3p	Oligodendrocyte	1	0	46	139	0		1	1
hsa-miR-3162-3p	Oligodendrocyte Precursor Cell	1	0	46	114	0		1	1
hsa-miR-3162-3p	Cerebelllar Oligodendrocyte Precursor Cell	1	0	46	157	0		1	1
hsa-miR-3162-3p	Microglia	1	0	46	62	0		1	1
hsa-miR-6499-5p	Excitatory Neuron	1	1.01808001553802	57	698	2	VAV3, KIAA1456	1	1
hsa-miR-6499-5p	Granule cell	0.291859633282605	2.96024444131664	57	122	1	KIAA1456	1	1
hsa-miR-6499-5p	Inhibitory Neuron	0.653927835781864	1.42551488848305	57	504	2	KIAA1456, CPLX1	1	1
hsa-miR-6499-5p	Purkinje Cell	0.122827902566707	3.40872422999076	57	215	2	TFAP2B, VAV3	1	1
hsa-miR-6499-5p	Endothelial cell	1	0	57	47	0		1	1
hsa-miR-6499-5p	Pericyte	1	0	57	59	0		1	1
hsa-miR-6499-5p	Astrocyte	0.319447324697425	2.65146430375283	57	136	1	BAZ2B	1	1
hsa-miR-6499-5p	Cerebellar Astrocyte	0.380365718430142	2.12724009805599	57	169	1	BAZ2B	1	1
hsa-miR-6499-5p	Oligodendrocyte	0.325220125171842	2.59347112018617	57	139	1	BAZ2B	1	1
hsa-miR-6499-5p	Oligodendrocyte Precursor Cell	1	0	57	114	0		1	1
hsa-miR-6499-5p	Cerebelllar Oligodendrocyte Precursor Cell	0.358860170371074	2.29218700349061	57	157	1	CDKAL1	1	1
hsa-miR-6499-5p	Microglia	1	0	57	62	0		1	1
hsa-miR-3186-3p	Excitatory Neuron	0.0444825648204323	7.01441214317209	10	698	2	TPPP, CACNA1B	1	1
hsa-miR-3186-3p	Granule cell	1	0	10	122	0		1	1
hsa-miR-3186-3p	Inhibitory Neuron	0.22293717070748	4.35665488746978	10	504	1	CACNA1B	1	1
